read 4096
X,Y
5,14.937430929
10,15.53620415
1,10.846732735
read 8192
X,Y
1,14.115404479
5,15.436759082
10,15.388965971
read 16384
X,Y
1,10.375032806
10,14.847934394
5,7.894884693
