read 4096
X,Y
100000,0.138944827
10000,0.00518877
1000,0.003455994
1000000,5.874852268
read 8192
X,Y
100000,0.160382427
10000,0.003911621
1000,0.004276827
1000000,3.985815251
read 16384
X,Y
100000,0.126903557
10000,0.004743473
1000,0.006036139
1000000,4.745434673
