read 4096
X,Y
100000,0.00228568
10000,0.000229383
1000,0.000112361
1000000,0.068757028
read 8192
X,Y
100000,0.00198781
10000,0.00018526
1000,0.000108604
1000000,0.012508385
read 16384
X,Y
100000,0.00125619
10000,0.0001728
1000,9.693e-05
1000000,0.033073791
