# X Y Z
5000 5 1.7049055329999998
5000 10 3.5567579527999995
5000 1 0.580225932
5000 100 33.50378450602999
5000 200 62.51751585098
5000 300 88.76622819602665
10000 10 3.9751096667
10000 100 36.72984262317999
10000 1 0.634320742
10000 5 1.8662775029999998
500 100 15.250738022219997
500 300 44.82075201120334
500 200 30.207375312805002
500 5 0.7722368876
500 10 1.4919842672999999
500 1 0.254515015
1000 5 1.5486507891999999
1000 1 0.505845749
1000 300 78.78361518566213
1000 100 29.512451014239996
1000 200 56.697706905860024
1000 10 3.1063931095
